ID,AGE,GENDER,ANNUAL_INCOME,CREDIT_SCORE,EMPLOYMENT_STATUS,EMPLOYMENT_YEARS,EDUCATION_TYPE,FAMILY_STATUS,HOUSING_TYPE,MONTHLY_DEBT,EXISTING_ACCOUNTS,REQUESTED_CREDIT_LIMIT
102754,74,M,595400.0,618,Salaried,14.2,Graduate,Single,Rented,12200.0,2,150000
102755,67,F,248400.0,743,Salaried,15.3,Post Graduate,Single,Living with Parents,2400.0,2,200000
102756,68,M,718500.0,750,Salaried,19.6,Graduate,Divorced,Owned,800.0,1,25000
102757,54,M,823200.0,706,Salaried,13.0,High School,Married,Living with Parents,13300.0,7,50000
102758,38,M,372500.0,793,Retired,5.9,High School,Married,Owned,3200.0,1,50000
102759,42,M,60000.0,787,Student,2.0,Post Graduate,Married,Owned,900.0,5,75000
102760,25,M,565500.0,817,Salaried,6.7,Graduate,Married,Rented,10800.0,6,200000
102761,42,F,414200.0,605,Salaried,7.0,High School,Married,Rented,6500.0,5,75000
102762,38,F,743100.0,744,Salaried,5.1,Graduate,Married,Company Provided,14300.0,4,200000
102763,20,F,385200.0,725,Salaried,2.3,High School,Married,Rented,1800.0,4,25000
102764,29,M,427100.0,855,Self-employed,2.0,High School,Divorced,Owned,9100.0,2,150000
102765,48,M,830600.0,779,Self-employed,6.7,Post Graduate,Married,Owned,9400.0,4,200000
102766,39,M,472700.0,715,Salaried,4.3,Graduate,Married,Owned,1800.0,6,300000
102767,74,F,965000.0,842,Self-employed,14.8,High School,Single,Rented,0.0,5,200000
102768,45,M,645100.0,715,Salaried,4.7,Graduate,Married,Owned,7300.0,1,300000
102769,72,F,531300.0,812,Salaried,12.5,Post Graduate,Married,Rented,4300.0,1,300000
102770,55,F,54200.0,749,Retired,14.0,High School,Married,Living with Parents,400.0,5,150000
102771,20,F,357200.0,651,Salaried,2.6,High School,Married,Rented,5600.0,3,200000
102772,29,M,981600.0,657,Salaried,0.8,High School,Married,Rented,24300.0,3,50000
102773,58,M,630000.0,729,Self-employed,14.7,High School,Single,Owned,4600.0,7,300000
102774,49,M,718600.0,687,Salaried,10.2,High School,Married,Living with Parents,10000.0,1,50000
102775,35,M,129700.0,523,Salaried,4.1,Below High School,Married,Owned,1200.0,7,50000
102776,47,F,0.0,650,Retired,5.0,High School,Married,Rented,0.0,4,25000
102777,69,F,605200.0,808,Salaried,16.3,Graduate,Married,Owned,4000.0,7,25000
102778,40,F,944000.0,675,Salaried,12.2,High School,Married,Owned,22900.0,3,300000
102779,20,M,181400.0,607,Salaried,0.6,High School,Divorced,Owned,2400.0,6,75000
102780,35,F,524400.0,778,Self-employed,8.1,Graduate,Married,Owned,6300.0,1,50000
102781,71,F,716100.0,851,Salaried,15.3,Below High School,Married,Living with Parents,6300.0,6,50000
102782,61,M,671700.0,823,Retired,15.7,High School,Married,Owned,9300.0,1,150000
102783,65,F,898600.0,900,Salaried,13.6,Professional Degree,Single,Company Provided,8200.0,7,300000
102784,69,M,441600.0,707,Retired,8.1,Graduate,Single,Rented,11600.0,4,25000
102785,24,F,22700.0,731,Retired,0.0,Graduate,Married,Owned,300.0,6,100000
102786,34,F,345800.0,711,Self-employed,5.2,Graduate,Single,Owned,4900.0,7,100000
102787,21,F,554800.0,701,Self-employed,4.1,Professional Degree,Married,Owned,7800.0,0,500000
102788,18,F,267900.0,697,Salaried,0.0,High School,Single,Living with Parents,5900.0,2,25000
102789,65,M,637400.0,657,Salaried,14.2,High School,Married,Owned,8400.0,4,25000
102790,71,F,448600.0,705,Salaried,14.1,Post Graduate,Single,Living with Parents,4600.0,0,50000
102791,26,F,499000.0,635,Salaried,7.1,Below High School,Single,Owned,7200.0,0,500000
102792,59,M,581900.0,732,Salaried,16.8,Graduate,Single,Owned,10800.0,5,25000
102793,48,M,409200.0,666,Self-employed,7.0,Below High School,Married,Owned,8700.0,1,200000
102794,21,F,654700.0,521,Salaried,0.0,High School,Single,Rented,9700.0,3,100000
102795,70,F,20000.0,547,Unemployed,0.0,Graduate,Single,Rented,300.0,5,300000
102796,67,M,1054400.0,900,Self-employed,16.5,Graduate,Married,Company Provided,21000.0,6,50000
102797,50,F,772800.0,750,Salaried,10.0,Graduate,Married,Owned,0.0,7,100000
102798,58,F,329500.0,755,Salaried,9.7,High School,Married,Owned,4600.0,0,100000
102799,40,M,791100.0,756,Salaried,7.4,High School,Married,Living with Parents,7500.0,0,75000
102800,63,M,344400.0,724,Salaried,9.8,Graduate,Single,Rented,4700.0,0,75000
102801,43,F,753600.0,615,Salaried,9.9,Below High School,Married,Living with Parents,11800.0,6,200000
102802,74,F,714500.0,716,Salaried,15.7,Graduate,Single,Rented,15500.0,0,50000
102803,21,F,242600.0,871,Self-employed,0.0,Graduate,Single,Living with Parents,1000.0,3,500000
102804,27,M,189400.0,636,Salaried,1.6,High School,Single,Owned,1600.0,0,500000
102805,73,F,508600.0,875,Salaried,15.3,High School,Single,Company Provided,3800.0,6,25000
102806,34,F,834000.0,728,Salaried,5.9,Post Graduate,Single,Owned,7700.0,6,500000
102807,35,F,539800.0,711,Salaried,8.6,Graduate,Married,Living with Parents,2300.0,5,150000
102808,63,M,568200.0,741,Salaried,16.8,High School,Married,Owned,15700.0,7,500000
102809,28,F,810300.0,756,Self-employed,3.5,Professional Degree,Single,Living with Parents,15500.0,4,50000
102810,47,M,184000.0,618,Self-employed,8.1,High School,Widowed,Living with Parents,1500.0,5,300000
102811,34,M,799200.0,754,Salaried,3.1,Post Graduate,Married,Living with Parents,10700.0,3,100000
102812,29,F,30000.0,511,Student,0.0,Below High School,Divorced,Rented,300.0,7,100000
102813,72,F,868600.0,776,Self-employed,16.1,High School,Widowed,Rented,12500.0,2,150000
102814,29,M,413100.0,732,Salaried,0.7,Graduate,Married,Living with Parents,3400.0,1,300000
102815,23,F,0.0,650,Retired,5.2,Below High School,Single,Rented,0.0,4,50000
102816,56,M,449200.0,698,Self-employed,10.8,Graduate,Single,Rented,4300.0,1,25000
102817,67,M,362800.0,790,Salaried,16.9,High School,Married,Owned,8200.0,5,25000
102818,25,M,1004500.0,774,Salaried,0.7,Graduate,Married,Rented,3400.0,4,500000
102819,58,M,382700.0,766,Retired,10.0,Post Graduate,Married,Owned,7900.0,3,25000
102820,48,F,796200.0,900,Salaried,10.8,Graduate,Single,Rented,13600.0,0,25000
102821,65,F,821000.0,805,Salaried,14.9,Graduate,Married,Owned,8800.0,3,25000
102822,25,F,239300.0,648,Retired,3.1,High School,Single,Rented,4400.0,4,75000
102823,73,M,40800.0,808,Retired,16.2,Below High School,Single,Living with Parents,600.0,4,25000
102824,53,M,910200.0,827,Self-employed,12.9,Post Graduate,Single,Rented,0.0,0,100000
102825,66,M,408500.0,900,Salaried,16.3,Graduate,Married,Living with Parents,4300.0,0,50000
102826,38,F,632500.0,563,Salaried,0.0,Graduate,Married,Owned,6900.0,6,75000
102827,71,M,127800.0,712,Retired,15.1,Graduate,Married,Rented,2900.0,1,100000
102828,53,M,575500.0,701,Self-employed,13.5,High School,Married,Rented,6100.0,7,100000
102829,25,F,3700.0,475,Retired,0.0,Below High School,Married,Rented,0.0,1,100000
102830,70,F,862300.0,745,Salaried,10.5,High School,Married,Rented,4800.0,2,25000
102831,63,M,0.0,593,Unemployed,0.0,Graduate,Married,Owned,0.0,6,25000
102832,35,M,1033100.0,558,Salaried,6.7,High School,Married,Rented,5600.0,0,300000
102833,49,F,273800.0,601,Salaried,7.9,Below High School,Married,Owned,5600.0,7,25000
102834,40,F,287400.0,851,Retired,10.5,Graduate,Married,Rented,3000.0,0,100000
102835,48,M,721400.0,837,Salaried,14.5,Graduate,Single,Living with Parents,3900.0,1,75000
102836,73,F,758400.0,692,Self-employed,10.7,Graduate,Married,Owned,16300.0,2,25000
102837,69,M,902500.0,723,Salaried,14.1,Post Graduate,Divorced,Rented,4200.0,5,25000
102838,30,M,354300.0,782,Retired,0.0,Graduate,Single,Rented,5300.0,4,25000
102839,73,M,994600.0,554,Salaried,18.5,Below High School,Married,Living with Parents,3400.0,3,50000
102840,42,M,797800.0,810,Salaried,5.2,Post Graduate,Divorced,Owned,12200.0,4,300000
102841,58,M,659600.0,592,Self-employed,10.6,Graduate,Single,Rented,13500.0,4,25000
102842,61,M,245000.0,885,Retired,16.3,Graduate,Single,Living with Parents,2200.0,6,300000
102843,45,F,20000.0,702,Unemployed,0.0,Post Graduate,Married,Rented,100.0,3,25000
102844,44,M,772400.0,552,Salaried,3.1,High School,Married,Living with Parents,4400.0,7,50000
102845,44,F,985100.0,705,Self-employed,1.0,Graduate,Married,Owned,12800.0,3,200000
102846,67,F,847400.0,777,Salaried,18.5,High School,Single,Company Provided,22200.0,6,500000
102847,40,M,0.0,490,Salaried,9.7,Below High School,Married,Owned,0.0,5,50000
102848,33,M,38000.0,702,Salaried,3.6,Graduate,Married,Owned,800.0,3,200000
102849,38,F,478100.0,736,Salaried,2.2,High School,Married,Rented,3000.0,2,100000
102850,29,F,395500.0,489,Salaried,5.8,Below High School,Married,Rented,8200.0,4,300000
102851,40,F,638500.0,821,Salaried,14.9,Graduate,Married,Rented,12700.0,0,300000
102852,24,M,745300.0,692,Salaried,1.1,High School,Married,Owned,11500.0,2,200000
102853,23,M,484400.0,792,Retired,0.0,Graduate,Divorced,Owned,4400.0,4,25000
102854,59,M,562500.0,678,Salaried,16.0,Below High School,Married,Living with Parents,11100.0,2,75000
102855,22,F,0.0,605,Retired,0.0,Graduate,Married,Owned,0.0,0,75000
102856,50,F,26100.0,619,Retired,8.5,Graduate,Married,Living with Parents,500.0,4,200000
102857,62,M,562500.0,704,Salaried,5.3,Graduate,Married,Rented,6100.0,7,200000
102858,59,F,784300.0,739,Self-employed,11.4,Graduate,Single,Owned,5300.0,3,150000
102859,43,M,445500.0,848,Salaried,3.7,Professional Degree,Married,Rented,4700.0,2,50000
102860,29,F,589200.0,653,Salaried,7.1,Below High School,Divorced,Living with Parents,15600.0,5,50000
102861,71,M,321500.0,608,Self-employed,13.0,Graduate,Widowed,Living with Parents,1800.0,0,150000
102862,65,F,241700.0,727,Self-employed,16.4,Post Graduate,Single,Owned,4800.0,7,500000
102863,52,F,396600.0,606,Salaried,9.9,Graduate,Single,Rented,7500.0,3,200000
102864,22,F,716500.0,792,Retired,1.6,Professional Degree,Married,Living with Parents,8700.0,6,50000
102865,20,M,944700.0,788,Self-employed,2.2,Graduate,Married,Rented,9100.0,2,500000
102866,35,F,193200.0,779,Salaried,4.9,Graduate,Married,Owned,1000.0,1,75000
102867,26,F,130400.0,651,Salaried,0.5,High School,Single,Owned,2900.0,5,500000
102868,67,M,458100.0,660,Retired,12.3,High School,Married,Rented,2500.0,2,300000
102869,29,M,90000.0,660,Student,2.0,Graduate,Married,Living with Parents,0.0,5,50000
102870,34,F,890600.0,723,Self-employed,0.0,Graduate,Married,Living with Parents,13700.0,5,25000
102871,73,M,1037300.0,767,Self-employed,21.5,Post Graduate,Single,Living with Parents,4500.0,5,500000
102872,64,M,1009400.0,900,Salaried,14.2,Professional Degree,Single,Owned,12700.0,6,25000
102873,30,M,302600.0,657,Salaried,2.6,High School,Married,Rented,1300.0,3,25000
102874,39,M,381500.0,719,Retired,7.1,Graduate,Married,Owned,3600.0,7,100000
102875,47,M,1185700.0,716,Self-employed,6.9,Post Graduate,Married,Owned,16400.0,6,100000
102876,55,F,716700.0,708,Salaried,10.6,Post Graduate,Single,Owned,10900.0,3,100000
102877,71,M,782600.0,669,Self-employed,12.5,Post Graduate,Married,Company Provided,17400.0,0,100000
102878,67,F,546300.0,669,Salaried,15.8,Graduate,Married,Owned,7300.0,0,50000
102879,73,M,474300.0,900,Salaried,16.3,Professional Degree,Single,Rented,6700.0,3,25000
102880,20,M,319000.0,732,Self-employed,1.2,High School,Married,Rented,3700.0,0,100000
102881,31,M,338500.0,675,Salaried,8.3,High School,Single,Owned,6600.0,7,75000
102882,50,F,163100.0,639,Salaried,7.2,High School,Married,Rented,900.0,3,100000
102883,20,F,162200.0,807,Salaried,0.2,Graduate,Divorced,Owned,1700.0,3,300000
102884,38,M,60400.0,649,Salaried,1.0,Post Graduate,Married,Owned,800.0,4,25000
102885,26,M,84700.0,564,Retired,4.1,Graduate,Married,Rented,600.0,7,50000
102886,71,M,790800.0,807,Salaried,15.8,Graduate,Widowed,Living with Parents,17900.0,4,500000
102887,21,M,399400.0,610,Salaried,1.0,High School,Married,Rented,6200.0,5,150000
102888,26,F,538500.0,612,Self-employed,1.9,Graduate,Single,Living with Parents,2800.0,4,150000
102889,29,M,363100.0,596,Retired,1.6,High School,Married,Owned,5800.0,3,500000
102890,26,F,1050700.0,797,Self-employed,9.9,Graduate,Married,Owned,23200.0,0,100000
102891,50,F,0.0,591,Unemployed,0.0,High School,Married,Rented,0.0,5,25000
102892,38,M,683900.0,656,Self-employed,6.9,Graduate,Married,Company Provided,15300.0,3,500000
102893,70,F,637800.0,791,Self-employed,12.2,Graduate,Single,Owned,9600.0,7,25000
102894,32,M,471200.0,661,Salaried,6.9,Graduate,Married,Owned,6900.0,1,300000
102895,48,F,707500.0,606,Salaried,8.6,Graduate,Married,Company Provided,15100.0,6,75000
102896,55,M,757200.0,680,Salaried,12.4,Professional Degree,Married,Company Provided,11100.0,5,300000
102897,53,F,765200.0,780,Self-employed,13.2,Post Graduate,Married,Owned,12200.0,1,25000
102898,63,M,649800.0,662,Self-employed,13.2,High School,Married,Living with Parents,9100.0,4,75000
102899,29,M,354400.0,696,Self-employed,1.3,High School,Divorced,Rented,600.0,6,25000
102900,46,F,49500.0,770,Self-employed,1.4,High School,Married,Rented,800.0,5,150000
102901,63,M,513500.0,668,Self-employed,12.3,High School,Married,Rented,7700.0,1,100000
102902,67,M,894900.0,900,Salaried,12.7,High School,Married,Company Provided,9700.0,5,50000
102903,53,F,964200.0,795,Salaried,7.1,Post Graduate,Married,Owned,0.0,0,200000
102904,55,M,936300.0,776,Salaried,15.5,Post Graduate,Married,Living with Parents,16400.0,1,25000
102905,67,F,509800.0,621,Salaried,17.6,High School,Single,Owned,3900.0,3,200000
102906,53,F,91100.0,682,Retired,5.0,Graduate,Single,Rented,500.0,0,25000
102907,72,F,1097700.0,780,Salaried,16.7,Post Graduate,Single,Rented,5700.0,4,25000
102908,25,M,221700.0,743,Salaried,0.0,High School,Married,Living with Parents,100.0,1,75000
102909,37,M,749900.0,711,Self-employed,6.8,Post Graduate,Single,Company Provided,12300.0,2,150000
102910,24,F,1051700.0,809,Salaried,0.0,Professional Degree,Divorced,Living with Parents,30500.0,4,300000
102911,23,M,707300.0,762,Salaried,0.0,Professional Degree,Single,Living with Parents,6700.0,6,200000
102912,44,M,531700.0,826,Salaried,10.7,Graduate,Divorced,Owned,10000.0,1,75000
102913,30,M,770100.0,806,Salaried,6.1,High School,Married,Company Provided,9800.0,2,150000
102914,41,M,668400.0,754,Self-employed,11.4,High School,Widowed,Rented,10100.0,3,300000
102915,42,F,781700.0,843,Salaried,6.5,Professional Degree,Single,Rented,10100.0,0,100000
102916,53,F,848100.0,815,Salaried,6.1,High School,Single,Rented,15700.0,1,200000
102917,71,F,108400.0,792,Salaried,18.7,Graduate,Single,Owned,600.0,3,100000
102918,66,F,693700.0,764,Salaried,17.2,High School,Widowed,Rented,9700.0,3,100000
102919,39,M,405200.0,766,Salaried,8.2,Graduate,Married,Owned,8500.0,5,300000
102920,36,M,443200.0,833,Salaried,3.2,High School,Single,Owned,8000.0,6,300000
102921,61,M,792200.0,781,Self-employed,9.7,Post Graduate,Single,Company Provided,12300.0,2,50000
102922,25,F,384700.0,782,Salaried,3.7,Graduate,Single,Company Provided,5400.0,1,25000
102923,48,M,0.0,568,Unemployed,0.0,Graduate,Single,Rented,0.0,7,50000
102924,42,F,321500.0,826,Retired,6.3,High School,Married,Company Provided,3500.0,2,500000
102925,28,M,650100.0,788,Salaried,11.7,Graduate,Married,Rented,1900.0,0,25000
102926,53,F,766600.0,759,Salaried,16.9,Post Graduate,Married,Owned,12800.0,7,300000
102927,36,F,724300.0,758,Self-employed,7.8,Post Graduate,Single,Living with Parents,16200.0,4,100000
102928,28,F,577500.0,722,Salaried,1.0,Post Graduate,Single,Rented,8800.0,7,300000
102929,55,M,317600.0,730,Retired,8.9,Graduate,Single,Living with Parents,4300.0,6,200000
102930,27,F,425900.0,762,Salaried,4.8,Post Graduate,Single,Rented,7400.0,5,200000
102931,56,M,922500.0,755,Salaried,15.9,Graduate,Married,Rented,0.0,6,150000
102932,27,M,210800.0,571,Retired,1.2,Graduate,Married,Owned,2100.0,1,100000
102933,42,M,183500.0,868,Retired,5.8,Graduate,Single,Company Provided,2400.0,5,25000
102934,64,M,714000.0,781,Salaried,14.1,Graduate,Divorced,Owned,1400.0,1,75000
102935,31,F,564800.0,741,Self-employed,0.0,Graduate,Single,Rented,8100.0,0,500000
102936,61,M,852600.0,747,Salaried,8.8,Graduate,Divorced,Owned,800.0,6,100000
102937,59,M,736000.0,799,Salaried,8.8,High School,Widowed,Rented,13200.0,0,75000
102938,69,F,392500.0,757,Retired,16.9,Graduate,Married,Owned,5800.0,0,500000
102939,27,F,698100.0,680,Salaried,3.5,High School,Single,Living with Parents,8400.0,3,25000
102940,58,F,690400.0,740,Salaried,15.4,Graduate,Married,Rented,12700.0,2,200000
102941,71,F,432400.0,865,Salaried,10.7,Post Graduate,Married,Owned,6200.0,7,150000
102942,61,M,370500.0,688,Retired,8.3,Below High School,Married,Owned,6100.0,5,200000
102943,28,F,81500.0,681,Salaried,4.4,High School,Married,Owned,1200.0,0,25000
102944,64,M,0.0,650,Self-employed,11.2,Graduate,Married,Living with Parents,0.0,1,300000
102945,24,M,333600.0,656,Retired,0.0,High School,Single,Living with Parents,7900.0,6,500000
102946,51,M,393700.0,810,Retired,12.9,High School,Married,Owned,8500.0,6,200000
102947,46,F,643200.0,660,Salaried,6.7,Graduate,Married,Rented,10400.0,6,150000
102948,48,M,755000.0,741,Salaried,7.7,Below High School,Married,Owned,10800.0,2,150000
102949,47,F,30000.0,761,Student,2.0,Graduate,Married,Living with Parents,600.0,7,75000
102950,19,M,296800.0,665,Salaried,0.0,Below High School,Single,Company Provided,6500.0,3,500000
102951,46,M,729800.0,709,Salaried,10.5,High School,Married,Living with Parents,19000.0,1,75000
102952,71,M,453700.0,618,Salaried,12.3,Graduate,Married,Owned,4400.0,7,300000
102953,42,M,407000.0,819,Retired,6.6,Professional Degree,Widowed,Rented,8300.0,0,25000
102954,33,M,347600.0,593,Retired,8.0,Graduate,Single,Company Provided,4400.0,0,50000
102955,74,F,742000.0,772,Salaried,23.2,High School,Single,Owned,1900.0,3,100000
102956,23,F,426700.0,716,Salaried,0.0,Graduate,Single,Rented,8100.0,6,25000
102957,45,M,564000.0,806,Self-employed,9.1,Graduate,Married,Company Provided,13000.0,4,150000
102958,47,F,326500.0,652,Salaried,8.1,Graduate,Single,Living with Parents,6500.0,1,150000
102959,45,M,77000.0,612,Retired,7.8,High School,Married,Rented,900.0,6,50000
102960,70,M,979000.0,788,Salaried,13.2,High School,Married,Rented,15600.0,4,150000
102961,42,M,527100.0,725,Salaried,9.5,Graduate,Married,Company Provided,9500.0,7,200000
102962,73,M,709000.0,598,Salaried,18.6,Graduate,Single,Owned,12200.0,4,50000
102963,21,M,338400.0,749,Salaried,8.5,Post Graduate,Married,Living with Parents,7300.0,2,75000
102964,59,F,1138600.0,900,Salaried,8.3,Graduate,Married,Rented,22300.0,1,300000
102965,51,M,442800.0,771,Self-employed,4.7,Graduate,Married,Living with Parents,4200.0,6,25000
102966,31,F,332400.0,633,Salaried,10.1,Graduate,Single,Living with Parents,4500.0,0,200000
102967,30,M,607100.0,768,Self-employed,3.4,Graduate,Married,Rented,6100.0,6,50000
102968,59,F,401800.0,822,Salaried,10.9,Graduate,Married,Owned,5800.0,6,200000
102969,54,F,642900.0,578,Salaried,11.4,High School,Married,Owned,600.0,3,25000
102970,52,M,311400.0,718,Salaried,6.0,Post Graduate,Single,Living with Parents,8200.0,4,300000
102971,20,M,725500.0,814,Salaried,1.7,High School,Married,Rented,5900.0,3,500000
102972,52,M,796800.0,622,Salaried,10.0,Graduate,Divorced,Owned,7900.0,0,150000
102973,73,F,371200.0,735,Retired,19.7,Graduate,Married,Living with Parents,5200.0,7,100000
102974,18,F,249200.0,713,Salaried,2.6,Post Graduate,Married,Company Provided,1000.0,6,200000
102975,44,M,376700.0,676,Salaried,10.6,High School,Married,Living with Parents,4200.0,7,500000
102976,46,F,684800.0,882,Salaried,9.0,Post Graduate,Married,Rented,9900.0,4,200000
102977,69,M,464600.0,843,Self-employed,20.1,High School,Married,Company Provided,11300.0,7,150000
102978,34,M,288000.0,672,Salaried,6.5,High School,Married,Living with Parents,4100.0,0,150000
102979,45,F,879300.0,680,Salaried,6.5,Post Graduate,Divorced,Owned,9300.0,4,25000
102980,58,M,580500.0,825,Salaried,9.6,High School,Married,Company Provided,3400.0,7,25000
102981,21,M,527100.0,782,Salaried,0.0,Graduate,Married,Rented,14500.0,3,50000
102982,63,F,753700.0,762,Salaried,15.3,Graduate,Married,Company Provided,10400.0,3,25000
102983,64,M,732200.0,824,Self-employed,9.8,Post Graduate,Married,Living with Parents,10200.0,6,150000
102984,59,F,782100.0,833,Self-employed,12.8,Post Graduate,Married,Rented,3300.0,2,100000
102985,54,M,635000.0,642,Salaried,8.3,High School,Married,Owned,10700.0,0,25000
102986,60,M,847200.0,720,Salaried,8.8,Post Graduate,Married,Owned,8000.0,2,150000
102987,62,M,658700.0,722,Salaried,9.9,High School,Married,Owned,15200.0,6,150000
102988,69,F,30000.0,537,Student,2.0,Graduate,Divorced,Rented,500.0,2,50000
102989,42,M,680900.0,717,Self-employed,9.5,Graduate,Single,Living with Parents,9600.0,1,300000
102990,43,M,253100.0,652,Salaried,5.5,Graduate,Divorced,Owned,1100.0,3,75000
102991,54,F,0.0,640,Unemployed,0.0,Graduate,Married,Owned,0.0,3,75000
102992,29,F,651300.0,677,Salaried,12.8,Post Graduate,Single,Rented,7800.0,7,500000
102993,66,F,491100.0,796,Salaried,17.8,Graduate,Married,Owned,7000.0,5,300000
102994,61,F,40000.0,666,Unemployed,0.0,Post Graduate,Married,Owned,0.0,6,100000
102995,53,M,770200.0,731,Self-employed,15.4,High School,Single,Owned,5600.0,0,500000
102996,35,F,227300.0,732,Salaried,5.4,High School,Married,Rented,2300.0,6,150000
102997,37,F,875200.0,814,Self-employed,5.3,Post Graduate,Married,Rented,14600.0,3,75000
102998,42,F,0.0,580,Unemployed,0.0,High School,Single,Living with Parents,0.0,0,100000
102999,55,F,707100.0,764,Salaried,15.1,Graduate,Single,Owned,15900.0,2,100000
103000,62,M,668600.0,722,Salaried,15.0,Post Graduate,Married,Owned,14500.0,5,25000
103001,56,M,258800.0,682,Salaried,14.0,Graduate,Married,Living with Parents,1700.0,0,75000
103002,71,F,90000.0,813,Student,2.0,High School,Married,Company Provided,2700.0,6,200000
103003,72,M,484900.0,711,Salaried,15.4,High School,Widowed,Owned,7200.0,1,75000
103004,58,M,304100.0,724,Salaried,17.1,High School,Married,Living with Parents,3800.0,6,150000
103005,39,M,562700.0,708,Salaried,8.7,High School,Married,Living with Parents,9700.0,1,25000
103006,52,F,734000.0,745,Salaried,5.8,High School,Married,Living with Parents,11800.0,7,50000
103007,42,F,1002300.0,723,Self-employed,5.6,Post Graduate,Divorced,Rented,14100.0,6,50000
103008,53,F,448000.0,688,Salaried,15.1,High School,Single,Owned,2700.0,1,200000
103009,64,F,425100.0,850,Retired,15.2,Post Graduate,Married,Owned,4400.0,3,300000
103010,39,F,831300.0,654,Self-employed,6.8,Professional Degree,Divorced,Living with Parents,13100.0,0,100000
103011,46,F,755800.0,739,Salaried,9.0,High School,Married,Living with Parents,14300.0,0,500000
103012,20,M,533100.0,682,Retired,0.3,Professional Degree,Divorced,Rented,12200.0,2,500000
103013,59,F,615800.0,551,Salaried,10.7,High School,Married,Owned,6300.0,1,75000
103014,45,M,751700.0,732,Salaried,5.6,Graduate,Married,Owned,10400.0,6,100000
103015,44,M,567500.0,682,Self-employed,10.8,Professional Degree,Married,Rented,5100.0,5,25000
103016,48,M,769900.0,657,Salaried,9.7,Post Graduate,Widowed,Living with Parents,15900.0,2,75000
103017,30,F,560100.0,900,Salaried,5.7,High School,Divorced,Owned,6300.0,1,300000
103018,52,F,555200.0,768,Salaried,11.8,High School,Married,Rented,5200.0,7,300000
103019,60,F,556300.0,782,Salaried,16.8,High School,Married,Rented,7600.0,3,200000
103020,37,F,863400.0,778,Self-employed,7.1,Professional Degree,Married,Living with Parents,1900.0,5,100000
103021,25,F,376000.0,595,Salaried,4.6,High School,Married,Living with Parents,6400.0,5,75000
103022,40,M,1163900.0,745,Salaried,7.1,Graduate,Married,Owned,13100.0,5,150000
103023,29,F,0.0,570,Unemployed,0.0,High School,Married,Rented,0.0,7,300000
103024,39,F,750800.0,550,Salaried,5.6,High School,Single,Living with Parents,6900.0,5,500000
103025,53,F,30000.0,853,Student,2.0,Graduate,Single,Company Provided,300.0,0,300000
103026,24,M,373600.0,687,Self-employed,3.8,High School,Divorced,Rented,7500.0,3,100000
103027,60,M,696400.0,695,Self-employed,17.0,Graduate,Married,Owned,12900.0,1,25000
103028,30,F,544900.0,733,Salaried,2.2,Graduate,Married,Rented,11000.0,1,200000
103029,68,M,42700.0,619,Retired,15.7,Graduate,Married,Rented,500.0,1,100000
103030,59,M,432700.0,662,Retired,11.9,Graduate,Married,Owned,2500.0,6,25000
103031,33,M,872700.0,859,Self-employed,9.4,High School,Single,Company Provided,27200.0,7,50000
103032,50,M,194500.0,685,Self-employed,10.7,Graduate,Single,Owned,3300.0,1,500000
103033,24,M,328900.0,714,Salaried,3.0,Graduate,Married,Living with Parents,4900.0,4,50000
103034,23,F,782700.0,739,Salaried,1.4,Graduate,Married,Rented,14600.0,3,100000
103035,72,F,0.0,650,Student,2.0,High School,Single,Owned,0.0,6,75000
103036,63,F,272200.0,623,Salaried,9.2,Below High School,Married,Rented,2800.0,6,100000
103037,26,M,751800.0,900,Salaried,0.0,Post Graduate,Married,Rented,4800.0,3,50000
103038,34,M,507000.0,686,Salaried,5.3,Post Graduate,Single,Living with Parents,7300.0,3,100000
103039,29,M,529600.0,624,Self-employed,3.5,High School,Married,Rented,2200.0,3,300000
103040,40,M,364200.0,744,Self-employed,7.2,High School,Married,Owned,6500.0,3,25000
103041,34,M,622100.0,605,Self-employed,7.6,High School,Single,Company Provided,13200.0,7,100000
103042,36,F,775300.0,827,Salaried,5.7,Graduate,Divorced,Rented,16300.0,1,300000
103043,48,F,426900.0,690,Salaried,8.0,High School,Married,Owned,6900.0,1,300000
103044,28,M,843600.0,781,Salaried,2.4,Professional Degree,Married,Living with Parents,12300.0,3,500000
103045,68,M,0.0,625,Unemployed,0.0,High School,Single,Owned,0.0,3,150000
103046,59,M,1018200.0,770,Salaried,11.2,Professional Degree,Single,Owned,16600.0,3,25000
103047,61,M,20000.0,679,Unemployed,0.0,High School,Married,Rented,300.0,7,150000
103048,27,M,826400.0,765,Salaried,2.7,High School,Married,Rented,700.0,4,500000
103049,58,M,445100.0,764,Retired,12.8,High School,Single,Rented,4100.0,2,150000
103050,65,M,619000.0,595,Salaried,11.7,High School,Married,Company Provided,11500.0,2,200000
103051,27,F,514800.0,736,Retired,5.9,Professional Degree,Married,Owned,3000.0,0,50000
103052,60,F,639800.0,753,Self-employed,16.9,Graduate,Married,Company Provided,3600.0,0,200000
103053,38,M,450600.0,840,Self-employed,1.9,High School,Married,Owned,5400.0,2,50000
103054,62,M,957300.0,684,Self-employed,14.4,Professional Degree,Divorced,Owned,0.0,5,75000
103055,45,M,266500.0,646,Salaried,7.8,High School,Married,Owned,4800.0,6,75000
